Timestamp,Date,Time,AM/PM,Age,Primary streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects,Permissions
8/28/2022 19:40,8/28/2022,7:40:00 AM,PM,38,Spotify,0.5,No,No,No,Rock,Yes,Yes,,Never,Never,Rarely,Sometimes,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Never,Very frequently,Sometimes,Rarely,Very frequently,Never,4,6,6,4,Improve,I understand.
8/28/2022 19:46,8/28/2022,7:46:00 AM,PM,17,Spotify,2,Yes,No,No,Rock,No,Yes,,Never,Rarely,Rarely,Rarely,Never,Never,Never,Rarely,Never,Sometimes,Rarely,Sometimes,Never,Rarely,Very frequently,Very frequently,7,3,1,5,Improve,I understand.
8/28/2022 19:46,8/28/2022,7:46:00 AM,PM,35,Other streaming service,0.5,No,No,No,Pop,No,No,,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Never,Rarely,Never,Very frequently,Rarely,Never,Sometimes,Rarely,10,3,1,0,No effect,I understand.
8/28/2022 19:50,8/28/2022,7:50:00 AM,PM,21,I do not use a streaming service.,2,Yes,No,No,Rock,No,Yes,101,Rarely,Sometimes,Rarely,Sometimes,Never,Very frequently,Rarely,Never,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Rarely,8,8,3,0,Improve,I understand.
8/28/2022 19:56,8/28/2022,7:56:00 AM,PM,25,Apple Music,2.5,Yes,No,No,R&B,No,No,,Rarely,Never,Never,Rarely,Rarely,Sometimes,Rarely,Never,Very frequently,Very frequently,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Sometimes,7,6,5,4,Improve,I understand.
8/28/2022 19:59,8/28/2022,7:59:00 AM,PM,18,Spotify,2,Yes,Yes,No,K pop,Yes,Yes,98,Very frequently,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Rarely,Very frequently,Never,Sometimes,Very frequently,Sometimes,Never,Rarely,7,2,3,5,Improve,I understand.
8/28/2022 20:01,8/28/2022,8:01:00 AM,PM,16,Apple Music,2,No,No,No,Pop,Yes,No,145,Never,Sometimes,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Never,Sometimes,Never,Very frequently,Rarely,Rarely,Very frequently,Rarely,10,3.5,5,10,Improve,I understand.
8/28/2022 20:04,8/28/2022,8:04:00 AM,PM,19,Spotify,1,Yes,No,No,Pop,Yes,Yes,94,Rarely,Sometimes,Rarely,Rarely,Never,Sometimes,Rarely,Never,Never,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Very frequently,Never,7,5,1,2,Improve,I understand.
8/28/2022 20:12,8/28/2022,8:12:00 AM,PM,31,Spotify,4,Yes,Yes,No,Classical,No,Yes,103,Very frequently,Never,Rarely,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Sometimes,Rarely,Never,Sometimes,Sometimes,Never,6,8,9,5,Improve,I understand.
8/28/2022 20:14,8/28/2022,8:14:00 AM,PM,26,Spotify,5,Yes,No,No,Rock,No,No,,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Very frequently,Never,2,9,2,1,No effect,I understand.
8/28/2022 20:14,8/28/2022,8:14:00 AM,PM,16,Spotify,2,Yes,Yes,Yes,Rock,No,No,112,Rarely,Never,Very frequently,Rarely,Never,Never,Never,Never,Never,Rarely,Rarely,Sometimes,Rarely,Never,Very frequently,Very frequently,7,4,10,2,Improve,I understand.
8/28/2022 20:15,8/28/2022,8:15:00 AM,PM,26,Spotify,2,Yes,Yes,No,Rock,Yes,Yes,,Very frequently,Rarely,Rarely,Very frequently,Never,Rarely,Never,Never,Never,Sometimes,Sometimes,Rarely,Never,Rarely,Very frequently,Very frequently,7,5,6,0,Improve,I understand.
8/28/2022 20:20,8/28/2022,8:20:00 AM,PM,17,Spotify,2,Yes,No,No,R&B,Yes,Yes,118,Rarely,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Very frequently,Never,Rarely,Never,Sometimes,Very frequently,Sometimes,Never,Rarely,6,1,0,0,Improve,I understand.
8/28/2022 20:20,8/28/2022,8:20:00 AM,PM,22,Spotify,1,Yes,Yes,No,Video game music,Yes,Yes,,Sometimes,Sometimes,Rarely,Very frequently,Never,Never,Never,Rarely,Rarely,Never,Very frequently,Rarely,Never,Never,Very frequently,Very frequently,3,6,1,1,Improve,I understand.
8/28/2022 20:32,8/28/2022,8:32:00 AM,PM,20,Apple Music,4,Yes,No,No,R&B,Yes,Yes,113,Sometimes,Rarely,Never,Rarely,Never,Sometimes,Sometimes,Rarely,Never,Rarely,Never,Sometimes,Very frequently,Very frequently,Very frequently,Rarely,9,10,3,0,Improve,I understand.
8/28/2022 20:33,8/28/2022,8:33:00 AM,PM,30,Spotify,1,No,Yes,No,Rock,Yes,No,162,Sometimes,Sometimes,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Never,Rarely,Very frequently,Never,8,5,8,9,Improve,I understand.
8/28/2022 20:37,8/28/2022,8:37:00 AM,PM,26,Other streaming service,4,Yes,No,No,Pop,No,No,,Rarely,Very frequently,Rarely,Never,Never,Rarely,Rarely,Never,Sometimes,Never,Rarely,Very frequently,Rarely,Never,Sometimes,Never,8,7,7,3,Improve,I understand.
8/28/2022 20:43,8/28/2022,8:43:00 AM,PM,19,Spotify,5,Yes,No,No,Rock,Yes,Yes,111,Sometimes,Rarely,Never,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Sometimes,9,9,9,3,No effect,I understand.
8/28/2022 20:50,8/28/2022,8:50:00 AM,PM,21,,5,Yes,No,No,Country,Yes,No,85,Never,Very frequently,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Never,Rarely,Very frequently,Never,9,8,9,7,Improve,I understand.
8/28/2022 20:57,8/28/2022,8:57:00 AM,PM,33,Spotify,7,Yes,No,No,Rock,Yes,Yes,134,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,9,3,7,8,Improve,I understand.
8/28/2022 20:57,8/28/2022,8:57:00 AM,PM,28,YouTube Music,2,Yes,No,No,Rock,Yes,No,172,Never,Rarely,Rarely,Rarely,Never,Sometimes,Never,Rarely,Never,Sometimes,Rarely,Sometimes,Very frequently,Rarely,Very frequently,Rarely,10,8,6,2,Improve,I understand.
8/28/2022 21:01,8/28/2022,9:01:00 AM,PM,25,Spotify,3,Yes,No,No,Rock,Yes,Yes,180,Rarely,Never,Sometimes,Sometimes,Never,Rarely,Never,Rarely,Never,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Sometimes,9,6,3,0,Improve,I understand.
8/28/2022 21:03,8/28/2022,9:03:00 AM,PM,22,YouTube Music,2,Yes,No,No,Pop,No,No,120,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Sometimes,7,7,8,3,Improve,I understand.
8/28/2022 21:06,8/28/2022,9:06:00 AM,PM,19,Spotify,3,Yes,No,Yes,Rock,Yes,Yes,76,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Rarely,Never,Very frequently,Rarely,9,10,4,0,Improve,I understand.
8/28/2022 21:11,8/28/2022,9:11:00 AM,PM,44,Other streaming service,3,Yes,No,No,Folk,Yes,Yes,130,Rarely,Rarely,Rarely,Very frequently,Rarely,Sometimes,Rarely,Never,Rarely,Sometimes,Never,Rarely,Sometimes,Sometimes,Rarely,Sometimes,9,9,8,2,Improve,I understand.
8/28/2022 21:14,8/28/2022,9:14:00 AM,PM,22,Spotify,3,Yes,No,No,Rock,No,No,,Never,Rarely,Never,Very frequently,Never,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Very frequently,Rarely,9,10,3,9,Improve,I understand.
8/28/2022 21:14,8/28/2022,9:14:00 AM,PM,26,Spotify,5,Yes,Yes,Yes,Metal,Yes,Yes,109,Sometimes,Rarely,Very frequently,Rarely,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,10,9,8,8,Improve,I understand.
8/28/2022 21:23,8/28/2022,9:23:00 AM,PM,23,I do not use a streaming service.,6,Yes,No,Yes,Classical,No,Yes,96,Very frequently,Never,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Rarely,6,5,6,8,Improve,I understand.
8/28/2022 21:24,8/28/2022,9:24:00 AM,PM,17,Spotify,2,No,No,No,R&B,No,Yes,148,Sometimes,Never,Rarely,Never,Never,Very frequently,Rarely,Rarely,Never,Rarely,Never,Sometimes,Very frequently,Sometimes,Never,Rarely,8,6,10,3,Improve,I understand.
8/28/2022 21:26,8/28/2022,9:26:00 AM,PM,42,YouTube Music,2,No,No,No,Metal,Yes,No,,Sometimes,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Never,Never,Never,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,8,3,6,4,Improve,I understand.
8/28/2022 21:28,8/28/2022,9:28:00 AM,PM,30,Spotify,1,No,Yes,No,Rock,Yes,No,129,Rarely,Never,Rarely,Rarely,Never,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Very frequently,Rarely,Rarely,Very frequently,Rarely,4,2,1,3,Improve,I understand.
8/28/2022 21:30,8/28/2022,9:30:00 AM,PM,35,Spotify,1,Yes,No,No,Pop,Yes,Yes,81,Sometimes,Rarely,Sometimes,Rarely,Never,Sometimes,Rarely,Rarely,Never,Never,Never,Very frequently,Rarely,Rarely,Sometimes,Rarely,2,1,1,1,No effect,I understand.
8/28/2022 21:30,8/28/2022,9:30:00 AM,PM,20,Spotify,3,No,No,No,Rock,Yes,No,136,Never,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Very frequently,Never,Sometimes,Very frequently,Rarely,10,10,7,3,Improve,I understand.
8/28/2022 21:31,8/28/2022,9:31:00 AM,PM,18,Spotify,3,Yes,No,No,Rap,Yes,Yes,155,Rarely,Never,Never,Sometimes,Never,Very frequently,Sometimes,Never,Sometimes,Sometimes,Never,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,8,9,0,0,Improve,I understand.
8/28/2022 21:47,8/28/2022,9:47:00 AM,PM,21,Spotify,1,No,No,No,Pop,No,Yes,,Never,Never,Sometimes,Never,Never,Rarely,Never,Sometimes,Sometimes,Rarely,Never,Very frequently,Sometimes,Rarely,Sometimes,Rarely,4,9,6,2,No effect,I understand.
8/28/2022 21:48,8/28/2022,9:48:00 AM,PM,19,Spotify,6,Yes,No,No,Rock,Yes,Yes,52,Never,Never,Rarely,Very frequently,Never,Rarely,Rarely,Never,Very frequently,Rarely,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Rarely,4,2,0,0,Improve,I understand.
8/28/2022 21:48,8/28/2022,9:48:00 AM,PM,37,Spotify,4,Yes,No,No,Rock,Yes,No,97,Rarely,Sometimes,Sometimes,Sometimes,Never,Very frequently,Rarely,Never,Never,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Very frequently,Never,9,2,7,7,Improve,I understand.
8/28/2022 21:52,8/28/2022,9:52:00 AM,PM,31,Spotify,2,Yes,No,No,Metal,Yes,Yes,92,Sometimes,Rarely,Rarely,Sometimes,Never,Sometimes,Rarely,Rarely,Sometimes,Very frequently,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,8,6,7,5,Improve,I understand.
8/28/2022 21:54,8/28/2022,9:54:00 AM,PM,29,Spotify,2,Yes,Yes,No,Folk,Yes,Yes,100,Never,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Very frequently,Rarely,Very frequently,Rarely,6,5,4,2,Improve,I understand.
8/28/2022 21:55,8/28/2022,9:55:00 AM,PM,20,Spotify,3,Yes,No,No,Rock,Yes,Yes,120,Sometimes,Rarely,Rarely,Very frequently,Never,Rarely,Sometimes,Never,Never,Sometimes,Sometimes,Very frequently,Rarely,Rarely,Very frequently,Sometimes,8,5,2,3,Improve,I understand.
8/28/2022 21:55,8/28/2022,9:55:00 AM,PM,36,I do not use a streaming service.,8,Yes,Yes,Yes,Video game music,No,Yes,143,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Rarely,Never,Never,Never,Very frequently,Rarely,Never,Rarely,Sometimes,Very frequently,7,6,6,1,No effect,I understand.
8/28/2022 22:03,8/28/2022,10:03:00 AM,PM,18,Spotify,3,Yes,Yes,No,Rock,Yes,No,118,Sometimes,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,Rarely,Rarely,Sometimes,Never,Never,Very frequently,Rarely,10,2,0,0,Improve,I understand.
8/28/2022 22:04,8/28/2022,10:04:00 AM,PM,18,Spotify,2,Yes,No,No,K pop,Yes,Yes,130,Rarely,Never,Sometimes,Never,Never,Never,Never,Very frequently,Never,Never,Rarely,Sometimes,Never,Never,Rarely,Never,6,0,0,0,Improve,I understand.
8/28/2022 22:05,8/28/2022,10:05:00 AM,PM,25,Spotify,7,Yes,No,No,Pop,No,Yes,120,Never,Sometimes,Very frequently,Rarely,Rarely,Sometimes,Never,Very frequently,Rarely,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Sometimes,2,0,1,0,Improve,I understand.
8/28/2022 22:06,8/28/2022,10:06:00 AM,PM,18,YouTube Music,12,Yes,,No,K pop,Yes,Yes,126,Never,Never,Never,Never,Never,Sometimes,Never,Very frequently,Sometimes,Never,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Never,3,7,5,2,Improve,I understand.
8/28/2022 22:09,8/28/2022,10:09:00 AM,PM,31,YouTube Music,9,Yes,No,No,Pop,Yes,Yes,158,Rarely,Rarely,Rarely,Sometimes,Never,Never,Rarely,Rarely,Rarely,Very frequently,Sometimes,Very frequently,Never,Rarely,Sometimes,Sometimes,9,0,2,0,Improve,I understand.
8/28/2022 22:10,8/28/2022,10:10:00 AM,PM,17,Spotify,2,Yes,No,No,Pop,Yes,Yes,160,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Never,Never,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Never,5,4,1,1,Improve,I understand.
8/28/2022 22:11,8/28/2022,10:11:00 AM,PM,21,Spotify,1,Yes,No,No,Folk,No,Yes,,Never,Rarely,Never,Very frequently,Never,Rarely,Sometimes,Never,Never,Rarely,Rarely,Rarely,Never,Never,Sometimes,Very frequently,8,4,0,1,Improve,I understand.
8/28/2022 22:13,8/28/2022,10:13:00 AM,PM,30,Other streaming service,1,No,No,No,Country,No,No,119,Never,Very frequently,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Very frequently,Rarely,Sometimes,Sometimes,Rarely,8,10,2,0,Improve,I understand.
8/28/2022 22:14,8/28/2022,10:14:00 AM,PM,40,Apple Music,2,Yes,No,No,Metal,Yes,Yes,120,Sometimes,Never,Sometimes,Rarely,Never,Rarely,Rarely,Never,Never,Rarely,Very frequently,Rarely,Rarely,Rarely,Very frequently,Never,3,6,2,1,No effect,I understand.
8/28/2022 22:14,8/28/2022,10:14:00 AM,PM,64,I do not use a streaming service.,4,Yes,No,No,Rock,No,No,200,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,4,4,2,1,Improve,I understand.
8/28/2022 22:21,8/28/2022,10:21:00 AM,PM,14,Spotify,2,Yes,Yes,No,Rock,Yes,Yes,136,Rarely,Never,Never,Sometimes,Never,Sometimes,Rarely,Never,Never,Never,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Rarely,7,5,2,6,Improve,I understand.
8/28/2022 22:30,8/28/2022,10:30:00 AM,PM,26,YouTube Music,6,Yes,No,No,Rock,Yes,No,104,Sometimes,Never,Never,Rarely,Never,Rarely,Sometimes,Never,Never,Never,Rarely,Sometimes,Never,Rarely,Very frequently,Never,3,2,0,0,No effect,I understand.
8/28/2022 22:32,8/28/2022,10:32:00 AM,PM,35,Spotify,4,Yes,Yes,Yes,Country,Yes,Yes,90,Rarely,Very frequently,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,Never,9,9,5,1,Improve,I understand.
8/28/2022 22:38,8/28/2022,10:38:00 AM,PM,33,Other streaming service,1,No,No,No,Rock,No,No,120,Never,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Never,Never,Sometimes,Rarely,Rarely,Very frequently,Never,3,10,4,1,No effect,I understand.
8/28/2022 22:39,8/28/2022,10:39:00 AM,PM,30,Spotify,6,Yes,No,No,Folk,Yes,Yes,89,Sometimes,Rarely,Never,Very frequently,Rarely,Never,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Never,Never,Very frequently,Never,9,0,5,0,No effect,I understand.
8/28/2022 22:39,8/28/2022,10:39:00 AM,PM,31,Spotify,2,No,Yes,No,Metal,Yes,,95,Sometimes,Sometimes,Sometimes,Rarely,Never,Rarely,Never,Never,Never,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Very frequently,Sometimes,7,6,6,5,Improve,I understand.
8/28/2022 22:49,8/28/2022,10:49:00 AM,PM,27,Spotify,5,Yes,No,Yes,Folk,Yes,Yes,140,Rarely,Never,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Very frequently,Sometimes,Never,Very frequently,Very frequently,0,9,4,0,Improve,I understand.
8/28/2022 22:51,8/28/2022,10:51:00 AM,PM,53,I do not use a streaming service.,1.5,No,No,No,Pop,Yes,Yes,92,Rarely,Never,Very frequently,Sometimes,Never,Sometimes,Never,Rarely,Sometimes,Never,Never,Very frequently,Rarely,Sometimes,Sometimes,Never,2,2,2,1,No effect,I understand.
8/28/2022 22:51,8/28/2022,10:51:00 AM,PM,23,Spotify,5,Yes,Yes,Yes,Metal,Yes,Yes,120,Sometimes,Rarely,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Very frequently,Rarely,Never,Never,Very frequently,Never,6,9,2,1,Improve,I understand.
8/28/2022 22:53,8/28/2022,10:53:00 AM,PM,25,Spotify,2,Yes,No,Yes,EDM,Yes,No,128,Rarely,Rarely,Very frequently,Rarely,Never,Sometimes,Sometimes,Sometimes,Never,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Very frequently,Rarely,6,4,1,0,Improve,I understand.
8/28/2022 22:58,8/28/2022,10:58:00 AM,PM,16,Apple Music,4,Yes,Yes,No,K pop,Yes,Yes,140,Very frequently,Rarely,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Very frequently,Sometimes,Very frequently,Very frequently,Very frequently,Sometimes,Rarely,Sometimes,Rarely,8,9,4,0,Improve,I understand.
8/28/2022 23:04,8/28/2022,11:04:00 AM,PM,18,Spotify,2,Yes,Yes,Yes,Rock,Yes,No,,Never,Never,Rarely,Rarely,Never,Rarely,Never,Never,Never,Rarely,Never,Rarely,Never,Rarely,Very frequently,Never,6,7,4,3,Improve,I understand.
8/28/2022 23:08,8/28/2022,11:08:00 AM,PM,29,Spotify,5,Yes,Yes,Yes,Classical,Yes,Yes,,Very frequently,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,7,2,2,0,Improve,I understand.
8/28/2022 23:19,8/28/2022,11:19:00 AM,PM,31,YouTube Music,6,Yes,No,No,EDM,Yes,Yes,136,Rarely,Rarely,Very frequently,Rarely,Never,Sometimes,Never,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,8,6,5,6,No effect,I understand.
8/28/2022 23:23,8/28/2022,11:23:00 AM,PM,31,Spotify,1,No,No,No,Rock,No,Yes,132,Sometimes,Rarely,Never,Never,Never,Rarely,Never,Never,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Very frequently,Sometimes,3,10,0,0,Worsen,I understand.
8/28/2022 23:23,8/28/2022,11:23:00 AM,PM,38,Spotify,6,Yes,Yes,No,Pop,Yes,Yes,107,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Never,9,4,9,7,Improve,I understand.
8/28/2022 23:23,8/28/2022,11:23:00 AM,PM,17,Spotify,4,No,Yes,No,Classical,Yes,Yes,135,Very frequently,Never,Never,Never,Never,Very frequently,Very frequently,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,7,9,2,8,Worsen,I understand.
8/28/2022 23:26,8/28/2022,11:26:00 AM,PM,25,Apple Music,2,No,No,No,EDM,No,Yes,171,Never,Sometimes,Very frequently,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Very frequently,Rarely,10,3,1,4,Improve,I understand.
8/28/2022 23:34,8/28/2022,11:34:00 AM,PM,20,Spotify,2,No,Yes,Yes,Metal,No,Yes,220,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Very frequently,Never,Never,Rarely,Sometimes,Rarely,0,0,0,1,No effect,I understand.
8/28/2022 23:34,8/28/2022,11:34:00 AM,PM,15,Spotify,2,Yes,No,No,EDM,No,No,171,Never,Never,Very frequently,Never,Never,Sometimes,Never,Never,Never,Never,Never,Rarely,Rarely,Sometimes,Never,Rarely,9,6,1,7,No effect,I understand.
8/28/2022 23:40,8/28/2022,11:40:00 AM,PM,16,Spotify,4,Yes,No,Yes,Lofi,Yes,No,85,Rarely,Rarely,Very frequently,Rarely,Never,Rarely,Rarely,Never,Never,Very frequently,Rarely,Sometimes,Never,Rarely,Rarely,Very frequently,7,1,3,5,Improve,I understand.
8/28/2022 23:42,8/28/2022,11:42:00 AM,PM,20,Spotify,2,Yes,Yes,No,EDM,No,Yes,174,Sometimes,Never,Very frequently,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,9,7,5,7,Improve,I understand.
8/28/2022 23:47,8/28/2022,11:47:00 AM,PM,23,Other streaming service,6,Yes,No,No,Rap,Yes,Yes,87,Never,Never,Sometimes,Sometimes,Never,Rarely,Never,Sometimes,Sometimes,Never,Never,Very frequently,Very frequently,Sometimes,Rarely,Never,3,1,2,7,Improve,I understand.
8/28/2022 23:50,8/28/2022,11:50:00 AM,PM,22,Spotify,3,Yes,No,No,Hip hop,Yes,Yes,77,Rarely,Never,Sometimes,Rarely,Never,Very frequently,Rarely,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Very frequently,Sometimes,Rarely,6,6,8,0,Improve,I understand.
8/28/2022 23:54,8/28/2022,11:54:00 AM,PM,15,I do not use a streaming service.,5,Yes,No,No,Rock,Yes,Yes,126,Rarely,Never,Very frequently,Rarely,Never,Never,Never,Never,Never,Sometimes,Rarely,Very frequently,Never,Never,Very frequently,Sometimes,10,6,0,4,Improve,I understand.
8/28/2022 23:56,8/28/2022,11:56:00 AM,PM,17,I do not use a streaming service.,0.5,Yes,Yes,No,Video game music,No,Yes,136,Rarely,Sometimes,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Very frequently,6,3,1,1,Improve,I understand.
8/29/2022 0:03,8/29/2022,12:03:00 PM,AM,22,YouTube Music,1,Yes,No,No,Video game music,Yes,Yes,80,Rarely,Never,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Very frequently,3,3,0,7,No effect,I understand.
8/29/2022 0:05,8/29/2022,12:05:00 PM,AM,21,Spotify,10,Yes,No,No,Metal,Yes,Yes,92,Never,Rarely,Rarely,Never,Never,Very frequently,Never,Rarely,Never,Never,Very frequently,Sometimes,Sometimes,Very frequently,Very frequently,Sometimes,9,10,2,2,No effect,I understand.
8/29/2022 0:05,8/29/2022,12:05:00 PM,AM,19,Spotify,2,Yes,No,No,Pop,No,Yes,120,Rarely,Never,Sometimes,Rarely,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Never,Very frequently,Very frequently,Sometimes,Very frequently,Very frequently,7,5,0,2,No effect,I understand.
8/29/2022 0:21,8/29/2022,12:21:00 PM,AM,32,Apple Music,0.5,No,No,No,Classical,Yes,No,,Very frequently,Never,Sometimes,Rarely,Never,Never,Rarely,Never,Never,Never,Sometimes,Rarely,Never,Never,Very frequently,Rarely,3,0,4,4,No effect,I understand.
8/29/2022 0:32,8/29/2022,12:32:00 PM,AM,34,YouTube Music,1,No,No,No,Rock,No,Yes,138,Rarely,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Never,Rarely,Never,Sometimes,Very frequently,Never,9,9,6,4,Improve,I understand.
8/29/2022 0:33,8/29/2022,12:33:00 PM,AM,18,I do not use a streaming service.,2,Yes,Yes,No,Metal,Yes,Yes,150,Sometimes,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Rarely,Very frequently,Sometimes,5,7,7,2,Improve,I understand.
8/29/2022 0:33,8/29/2022,12:33:00 PM,AM,21,Spotify,3,Yes,No,No,Country,Yes,No,108,Rarely,Very frequently,Never,Sometimes,Rarely,Rarely,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,0,8,0,5,Improve,I understand.
8/29/2022 0:39,8/29/2022,12:39:00 PM,AM,20,Spotify,3,No,No,No,Country,Yes,Yes,119,Rarely,Very frequently,Rarely,Sometimes,Never,Sometimes,Rarely,Sometimes,Never,Never,Never,Very frequently,Very frequently,Rarely,Sometimes,Never,8,4,3,4,Improve,I understand.
8/29/2022 0:39,8/29/2022,12:39:00 PM,AM,19,Spotify,2,Yes,No,No,Country,Yes,No,125,Rarely,Very frequently,Rarely,Sometimes,Rarely,Never,Never,Never,Rarely,Rarely,Sometimes,Rarely,Never,Never,Sometimes,Never,7,2,0,7,No effect,I understand.
8/29/2022 0:47,8/29/2022,12:47:00 PM,AM,25,I do not use a streaming service.,1,No,No,No,Pop,No,Yes,,Rarely,Never,Never,Rarely,Never,Rarely,Rarely,Never,Never,Rarely,Rarely,Very frequently,Rarely,Rarely,Very frequently,Very frequently,9,9,6,9,No effect,I understand.
8/29/2022 0:47,8/29/2022,12:47:00 PM,AM,31,Spotify,8,Yes,Yes,No,Classical,Yes,Yes,,Very frequently,Never,Rarely,Rarely,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,5,7,5,4,Improve,I understand.
8/29/2022 0:50,8/29/2022,12:50:00 PM,AM,21,Spotify,1,Yes,Yes,No,Pop,Yes,Yes,85,Very frequently,Rarely,Rarely,Sometimes,Never,Rarely,Never,Sometimes,Never,Rarely,Very frequently,Very frequently,Sometimes,Very frequently,Sometimes,Very frequently,5,1,0,0,Improve,I understand.
8/29/2022 0:50,8/29/2022,12:50:00 PM,AM,31,YouTube Music,1,No,No,Yes,Folk,Yes,Yes,113,Very frequently,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,4,1,3,0,Improve,I understand.
